,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
3135,004211.OF,金鹰周期优选,金鹰基金,中国工商银行,混合型,20180129,,,20171226,,3.9297,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180319,20180319,O
3138,004959.OF,圆信永丰优悦生活,圆信永丰基金,中国工商银行,混合型,20180129,,,20171227,,23.731,1.5,0.2,,1.0,0.01,,沪深300指数收益率*65%+上证国债指数收益率*35%,L,混合型,契约型开放式,,20180330,20180330,O
3140,001747.OF,易方达瑞祺I,易方达基金,中国农业银行,混合型,20180129,,,20171101,,5.1032,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,,20180427,O
3141,001748.OF,易方达瑞祺E,易方达基金,中国农业银行,混合型,20180129,,,20171101,,0.0067,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,,20180427,O
3142,005464.OF,银华多元收益C,银华基金,中国工商银行,混合型,20180129,,,20171226,,0.8427,1.2,0.2,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190129,20190129,O
3143,004693.OF,新疆前海联合泳隽A,新疆前海联合基金,浙商银行,混合型,20180129,,,20180108,,5.0026,0.7,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20180426,20180426,O
3144,005463.OF,银华多元收益A,银华基金,中国工商银行,混合型,20180129,,,20171226,,1.7116,1.2,0.2,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190129,20190129,O
3145,005396.OF,中金丰硕,中金基金,包商银行,混合型,20180129,,,20171220,,2.4527,1.5,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,混合型,契约型开放式,,20180301,20180301,O
3146,005403.OF,南方融尚再融资主题精选,南方基金,中国建设银行,混合型,20180129,,,20171226,,6.9788,1.5,0.25,,1.0,0.1,,中证可转换债券指数收益率*50%+沪深300指数收益率*35%+上证国债指数收益率*15%,L,灵活配置型,契约型开放式,,20180402,20180402,O
3147,005302.OF,前海开源景鑫C,前海开源基金,浦发银行,混合型,20180126,,,20171103,,2.2315,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3148,005301.OF,前海开源景鑫A,前海开源基金,浦发银行,混合型,20180126,,,20171103,,0.0608,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3150,005482.OF,博时创新驱动A,博时基金,招商银行,混合型,20180126,,,20180102,,1.2146,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3151,005483.OF,博时创新驱动C,博时基金,招商银行,混合型,20180126,,,20180102,,1.3572,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3152,005421.OF,中欧嘉泽,中欧基金,招商银行,混合型,20180126,,,20180108,,5.9443,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,L,灵活配置型,契约型开放式,,20180228,20180228,O
3153,005326.OF,景顺长城泰恒回报C,景顺长城基金,中国建设银行,混合型,20180125,,,20180116,,1.624,0.8,0.1,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180205,20180205,O
3154,005241.OF,中欧时代智慧A,中欧基金,中国工商银行,混合型,20180125,,,20180118,,21.17,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20180226,20180226,O
3159,005242.OF,中欧时代智慧C,中欧基金,中国工商银行,混合型,20180125,,,20180118,,1.3621,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20180226,20180226,O
3160,005325.OF,景顺长城泰恒回报A,景顺长城基金,中国建设银行,混合型,20180125,,,20180116,,1.7707,0.8,0.1,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180205,20180205,O
3161,005281.OF,中科沃土转型升级,中科沃土基金,中国工商银行,混合型,20180125,,,20171115,,2.5292,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20180222,20180222,O
3168,005492.OF,农银汇理研究驱动,农银汇理基金,浙商银行,混合型,20180124,,,20180102,,20.579,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3169,005259.OF,建信龙头企业,建信基金,中国农业银行,股票型,20180124,,,20171225,,5.0933,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价(总值)指数收益率*20%,L,股票型,契约型开放式,,20180227,20180227,O
3170,005255.OF,浦银安盛港股通量化优选,浦银安盛基金,交通银行,混合型,20180124,,,20171218,,3.6959,1.5,0.25,,1.0,0.001,,恒生综合指数收益率*55%+中证综合债指数收益率*45%,L,灵活配置型,契约型开放式,,20180418,20180418,O
3171,005438.OF,易方达易百智能量化策略C,易方达基金,中国银行,混合型,20180124,,,20171218,,0.0915,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*65%+中债新综合指数(财富)收益率*35%,L,灵活配置型,契约型开放式,,20180305,20180305,O
3172,005445.OF,华宝价值发现,华宝基金,中国建设银行,混合型,20180124,,,20171221,,12.3083,1.5,0.25,,1.0,0.0001,,中证800价值指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20180226,20180226,O
3173,005323.OF,前海开源泽鑫A,前海开源基金,兴业银行,混合型,20180124,,,20171113,,0.0031,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180222,20180222,O
3175,005437.OF,易方达易百智能量化策略A,易方达基金,中国银行,混合型,20180124,,,20171218,,7.8561,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*65%+中债新综合指数(财富)收益率*35%,L,灵活配置型,契约型开放式,,20180305,20180305,O
3178,005324.OF,前海开源泽鑫C,前海开源基金,兴业银行,混合型,20180124,,,20171113,,2.0889,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180222,20180222,O
3180,005493.OF,鑫元价值精选A,鑫元基金,交通银行,混合型,20180123,,,20171225,,0.4349,1.5,0.25,,1.0,0.001,,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3182,005494.OF,鑫元价值精选C,鑫元基金,交通银行,混合型,20180123,,,20171225,,2.1338,1.5,0.25,,1.0,0.001,,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3184,001835.OF,易方达瑞祥I,易方达基金,中国民生银行,混合型,20180119,,,20171030,,1.7022,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20180222,20180222,O
3185,001836.OF,易方达瑞祥E,易方达基金,中国民生银行,混合型,20180119,,,20171030,,0.6019,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20180222,20180222,O
3186,005521.OF,华安红利精选,华安基金,中国建设银行,混合型,20180119,,,20180108,,50.2298,1.5,0.25,,1.0,0.0001,,中证红利指数收益率*60%+中证港股通高股息投资指数收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20180321,20180321,O
3190,005454.OF,前海开源医疗健康C,前海开源基金,中国银行,混合型,20180119,,,20171211,,0.114,1.5,0.25,,1.0,0.001,,中证医药卫生指数收益率*50%+恒生医疗保健指数收益率*30%+中证全债指数收益率*20%,L,灵活配置型,契约型开放式,,20180320,20180320,O
3191,005252.OF,中海添瑞,中海基金,中国农业银行,混合型,20180119,,,20171106,,2.614,0.8,0.2,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20180719,20180719,O
3192,004731.OF,万家瑞尧A,万家基金,上海银行,混合型,20180119,,,20171110,,2.0499,0.7,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180320,20180320,O
3193,005453.OF,前海开源医疗健康A,前海开源基金,中国银行,混合型,20180119,,,20171211,,3.4875,1.5,0.25,,1.0,0.001,,中证医药卫生指数收益率*50%+恒生医疗保健指数收益率*30%+中证全债指数收益率*20%,L,灵活配置型,契约型开放式,,20180320,20180320,O
3194,004732.OF,万家瑞尧C,万家基金,上海银行,混合型,20180119,,,20171110,,0.0012,0.7,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20180320,20180320,O
3195,005379.OF,汇添富价值创造,汇添富基金,中国建设银行,混合型,20180119,,,20171130,,25.01,1.5,0.25,,1.0,0.001,,沪深300指数收益率*40%+恒生指数收益率(使用估值汇率折算)*40%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20190121,20190121,O
3196,005167.OF,嘉实润泽量化一年定开,嘉实基金,中国工商银行,混合型,20180119,,,20171227,,13.3083,1.2,0.2,,1.0,0.0001,,中债总财富(总值)指数收益率*70%+中证500指数收益率*30%,L,混合型,契约型开放式,,20190121,20190121,O
3200,005120.OF,上投摩根量化多因子,上投摩根基金,中国工商银行,混合型,20180119,,,20171127,,4.3455,1.5,0.25,,1.0,0.01,,中证800指数收益率*60%+中债总指数收益率*40%,L,灵活配置型,契约型开放式,,20180226,20180226,O
3201,004813.OF,中欧先进制造C,中欧基金,中国工商银行,股票型,20180119,,,20171229,,0.0088,1.5,0.25,,1.0,0.001,,申银万国制造业指数收益率*75%+中证综合债券指数收益率*15%+恒生指数收益率*10%,L,股票型,契约型开放式,,20180413,20180413,O
3202,004812.OF,中欧先进制造A,中欧基金,中国工商银行,股票型,20180119,,,20171229,,0.1505,1.5,0.25,,1.0,0.001,,申银万国制造业指数收益率*75%+中证综合债券指数收益率*15%+恒生指数收益率*10%,L,股票型,契约型开放式,,20180413,20180413,O
3203,005474.OF,泰康均衡优选A,泰康资产,招商银行,混合型,20180119,,,20171221,,7.6357,1.5,0.2,,1.0,0.1,,沪深300指数收益率*75%+中债新综合财富(总值)指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20180409,20180409,O
3204,005475.OF,泰康均衡优选C,泰康资产,招商银行,混合型,20180119,,,20171221,,,1.5,0.2,,1.0,0.1,,沪深300指数收益率*75%+中债新综合财富(总值)指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20180409,20180409,O
3205,005450.OF,华夏稳盛,华夏基金,中国银行,混合型,20180117,,,20180110,,78.1739,1.5,0.25,,1.0,0.001,,中证800指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20180314,20180314,O
3208,004751.OF,广发鑫和C,广发基金,华夏银行,混合型,20180116,,,20171020,,0.008,0.6,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180129,20180129,O
3209,004750.OF,广发鑫和A,广发基金,华夏银行,混合型,20180116,,,20171020,,4.02,0.6,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180129,20180129,O
3210,005409.OF,华泰柏瑞战略新兴产业,华泰柏瑞基金,中国银行,混合型,20180116,,,20171204,,15.618,1.5,0.25,,1.0,0.001,,中证新兴产业指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20180305,20180305,O
3213,005226.OF,山西证券改革精选,山西证券,中国光大银行,混合型,20180112,,,20171204,,2.1406,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20180411,20180411,O
3214,005001.OF,交银施罗德持续成长,交银施罗德基金,中国工商银行,混合型,20180112,,,20171122,,20.8921,1.5,0.25,,1.0,0.001,,沪深300指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20180305,20180305,O
3215,005294.OF,诺德新宜,诺德基金,华夏银行,混合型,20180112,,,20171102,,2.0509,0.6,0.1,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20180116,20180116,O
3218,001832.OF,易方达瑞恒,易方达基金,招商银行,混合型,20180110,,,20171110,,6.9008,0.6,0.15,,1.0,0.001,,一年期人民币定期存款利率(税后)*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20180205,20180205,O
3220,004653.OF,建信鑫利回报C,建信基金,中国光大银行,混合型,20180110,,,20171101,,0.5912,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20180116,20180116,O
3221,004652.OF,建信鑫利回报A,建信基金,中国光大银行,混合型,20180110,,,20171101,,1.5904,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20180116,20180116,O
3223,004752.OF,广发中证传媒ETF联接A,广发基金,中国工商银行,股票型,20180102,,,20171130,,0.1294,0.5,0.1,,1.0,0.001,,中证传媒指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180119,20180119,O
3224,004753.OF,广发中证传媒ETF联接C,广发基金,中国工商银行,股票型,20180102,,,20171130,,0.0309,0.5,0.1,,1.0,0.001,,中证传媒指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180119,20180119,O
3228,005082.OF,诺德量化蓝筹增强A,诺德基金,招商证券,混合型,20171229,,,20171122,,0.1075,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,L,混合型,契约型开放式,,20180104,20180104,O
3229,005083.OF,诺德量化蓝筹增强C,诺德基金,招商证券,混合型,20171229,,,20171122,,1.9507,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,L,混合型,契约型开放式,,20180104,20180104,O
3230,005335.OF,浙商全景消费,浙商基金,招商银行,混合型,20171229,,,20171204,,3.638,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*50%+恒生指数收益率*50%,L,混合型,契约型开放式,,20180129,20180129,O
3233,005522.OF,华泰保兴吉年福,华泰保兴基金,中国工商银行,混合型,20171228,,,20171225,,2.2999,0.8,0.1,,1.0,,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20180328,20180328,O
3234,005495.OF,创金合信科技成长A,创金合信基金,中国工商银行,股票型,20171228,,,20171221,,0.0527,1.5,0.25,,1.0,0.001,,中证高新技术企业指数收益率*90%+中证全债指数收益率*10%,L,股票型,契约型开放式,,20180110,20180110,O
3235,005496.OF,创金合信科技成长C,创金合信基金,中国工商银行,股票型,20171228,,,20171221,,0.0508,1.5,0.25,,1.0,0.001,,中证高新技术企业指数收益率*90%+中证全债指数收益率*10%,L,股票型,契约型开放式,,20180110,20180110,O
3239,005414.OF,创金合信国证A股A,创金合信基金,招商银行,股票型,20171228,,,20171204,,0.0594,0.5,0.1,,1.0,0.001,,国证A股指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180205,20180205,O
3240,005415.OF,创金合信国证A股C,创金合信基金,招商银行,股票型,20171228,,,20171204,,0.0594,0.5,0.1,,1.0,0.001,,国证A股指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20180205,20180205,O
3244,005140.OF,华夏睿磐泰荣A,华夏基金,招商银行,混合型,20171227,,,20171127,,0.5849,0.8,0.2,,1.0,0.001,,上证国债指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20180102,20180102,O
3245,005141.OF,华夏睿磐泰荣C,华夏基金,招商银行,混合型,20171227,,,20171127,,6.8281,0.8,0.2,,1.0,0.001,,上证国债指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20180102,20180102,O
